season,round,url,raceName,Circuit,date,time,FirstPractice,SecondPractice,ThirdPractice,Qualifying,Sprint
2021,1,http://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix,Bahrain Grand Prix,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",2021-03-28,15:00:00Z,{'date': '2021-03-26'},{'date': '2021-03-26'},{'date': '2021-03-27'},{'date': '2021-03-27'},
2021,2,http://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix,Emilia Romagna Grand Prix,"{'circuitId': 'imola', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari', 'circuitName': 'Autodromo Enzo e Dino Ferrari', 'Location': {'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}}",2021-04-18,13:00:00Z,{'date': '2021-04-16'},{'date': '2021-04-16'},{'date': '2021-04-17'},{'date': '2021-04-17'},
2021,3,http://en.wikipedia.org/wiki/2021_Portuguese_Grand_Prix,Portuguese Grand Prix,"{'circuitId': 'portimao', 'url': 'http://en.wikipedia.org/wiki/Algarve_International_Circuit', 'circuitName': 'Autódromo Internacional do Algarve', 'Location': {'lat': '37.227', 'long': '-8.6267', 'locality': 'Portimão', 'country': 'Portugal'}}",2021-05-02,14:00:00Z,{'date': '2021-04-30'},{'date': '2021-04-30'},{'date': '2021-05-01'},{'date': '2021-05-01'},
2021,4,http://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix,Spanish Grand Prix,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",2021-05-09,13:00:00Z,{'date': '2021-05-07'},{'date': '2021-05-07'},{'date': '2021-05-08'},{'date': '2021-05-08'},
2021,5,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix,Monaco Grand Prix,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",2021-05-23,13:00:00Z,{'date': '2021-05-21'},{'date': '2021-05-21'},{'date': '2021-05-22'},{'date': '2021-05-22'},
2021,6,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,Azerbaijan Grand Prix,"{'circuitId': 'baku', 'url': 'http://en.wikipedia.org/wiki/Baku_City_Circuit', 'circuitName': 'Baku City Circuit', 'Location': {'lat': '40.3725', 'long': '49.8533', 'locality': 'Baku', 'country': 'Azerbaijan'}}",2021-06-06,12:00:00Z,{'date': '2021-06-04'},{'date': '2021-06-04'},{'date': '2021-06-05'},{'date': '2021-06-05'},
2021,7,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,French Grand Prix,"{'circuitId': 'ricard', 'url': 'http://en.wikipedia.org/wiki/Paul_Ricard_Circuit', 'circuitName': 'Circuit Paul Ricard', 'Location': {'lat': '43.2506', 'long': '5.79167', 'locality': 'Le Castellet', 'country': 'France'}}",2021-06-20,13:00:00Z,{'date': '2021-06-18'},{'date': '2021-06-18'},{'date': '2021-06-19'},{'date': '2021-06-19'},
2021,8,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,Styrian Grand Prix,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",2021-06-27,13:00:00Z,{'date': '2021-06-25'},{'date': '2021-06-25'},{'date': '2021-06-26'},{'date': '2021-06-26'},
2021,9,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,Austrian Grand Prix,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",2021-07-04,13:00:00Z,{'date': '2021-07-02'},{'date': '2021-07-02'},{'date': '2021-07-03'},{'date': '2021-07-03'},
2021,10,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,British Grand Prix,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",2021-07-18,14:00:00Z,{'date': '2021-07-16'},{'date': '2021-07-17'},,{'date': '2021-07-16'},{'date': '2021-07-17'}
2021,11,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,Hungarian Grand Prix,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",2021-08-01,13:00:00Z,{'date': '2021-07-30'},{'date': '2021-07-30'},{'date': '2021-07-31'},{'date': '2021-07-31'},
2021,12,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,Belgian Grand Prix,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",2021-08-29,13:00:00Z,{'date': '2021-08-27'},{'date': '2021-08-27'},{'date': '2021-08-28'},{'date': '2021-08-28'},
2021,13,http://en.wikipedia.org/wiki/2021_Dutch_Grand_Prix,Dutch Grand Prix,"{'circuitId': 'zandvoort', 'url': 'http://en.wikipedia.org/wiki/Circuit_Zandvoort', 'circuitName': 'Circuit Park Zandvoort', 'Location': {'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}}",2021-09-05,13:00:00Z,{'date': '2021-09-03'},{'date': '2021-09-03'},{'date': '2021-09-04'},{'date': '2021-09-04'},
2021,14,http://en.wikipedia.org/wiki/2021_Italian_Grand_Prix,Italian Grand Prix,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",2021-09-12,13:00:00Z,{'date': '2021-09-10'},{'date': '2021-09-11'},,{'date': '2021-09-10'},{'date': '2021-09-11'}
2021,15,http://en.wikipedia.org/wiki/2021_Russian_Grand_Prix,Russian Grand Prix,"{'circuitId': 'sochi', 'url': 'http://en.wikipedia.org/wiki/Sochi_Autodrom', 'circuitName': 'Sochi Autodrom', 'Location': {'lat': '43.4057', 'long': '39.9578', 'locality': 'Sochi', 'country': 'Russia'}}",2021-09-26,12:00:00Z,{'date': '2021-09-24'},{'date': '2021-09-24'},{'date': '2021-09-25'},{'date': '2021-09-25'},
2021,16,http://en.wikipedia.org/wiki/2021_Turkish_Grand_Prix,Turkish Grand Prix,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",2021-10-10,12:00:00Z,{'date': '2021-10-08'},{'date': '2021-10-08'},{'date': '2021-10-09'},{'date': '2021-10-09'},
2021,17,http://en.wikipedia.org/wiki/2021_United_States_Grand_Prix,United States Grand Prix,"{'circuitId': 'americas', 'url': 'http://en.wikipedia.org/wiki/Circuit_of_the_Americas', 'circuitName': 'Circuit of the Americas', 'Location': {'lat': '30.1328', 'long': '-97.6411', 'locality': 'Austin', 'country': 'USA'}}",2021-10-24,19:00:00Z,{'date': '2021-10-22'},{'date': '2021-10-22'},{'date': '2021-10-23'},{'date': '2021-10-23'},
2021,18,http://en.wikipedia.org/wiki/2021_Mexican_Grand_Prix,Mexico City Grand Prix,"{'circuitId': 'rodriguez', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez', 'circuitName': 'Autódromo Hermanos Rodríguez', 'Location': {'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}}",2021-11-07,19:00:00Z,{'date': '2021-11-05'},{'date': '2021-11-05'},{'date': '2021-11-06'},{'date': '2021-11-06'},
2021,19,http://en.wikipedia.org/wiki/2021_S%C3%A3o_Paulo_Grand_Prix,São Paulo Grand Prix,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",2021-11-14,17:00:00Z,{'date': '2021-11-12'},{'date': '2021-11-13'},,{'date': '2021-11-12'},{'date': '2021-11-13'}
2021,20,http://en.wikipedia.org/wiki/2021_Qatar_Grand_Prix,Qatar Grand Prix,"{'circuitId': 'losail', 'url': 'http://en.wikipedia.org/wiki/Losail_International_Circuit', 'circuitName': 'Losail International Circuit', 'Location': {'lat': '25.49', 'long': '51.4542', 'locality': 'Al Daayen', 'country': 'Qatar'}}",2021-11-21,14:00:00Z,{'date': '2021-11-19'},{'date': '2021-11-19'},{'date': '2021-11-20'},{'date': '2021-11-20'},
2021,21,http://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix,Saudi Arabian Grand Prix,"{'circuitId': 'jeddah', 'url': 'http://en.wikipedia.org/wiki/Jeddah_Street_Circuit', 'circuitName': 'Jeddah Corniche Circuit', 'Location': {'lat': '21.6319', 'long': '39.1044', 'locality': 'Jeddah', 'country': 'Saudi Arabia'}}",2021-12-05,17:30:00Z,{'date': '2021-12-03'},{'date': '2021-12-03'},{'date': '2021-12-04'},{'date': '2021-12-04'},
2021,22,http://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",2021-12-12,13:00:00Z,{'date': '2021-12-10'},{'date': '2021-12-10'},{'date': '2021-12-11'},{'date': '2021-12-11'},
2022,1,http://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix,Bahrain Grand Prix,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",2022-03-20,15:00:00Z,"{'date': '2022-03-18', 'time': '12:00:00Z'}","{'date': '2022-03-18', 'time': '15:00:00Z'}","{'date': '2022-03-19', 'time': '12:00:00Z'}","{'date': '2022-03-19', 'time': '15:00:00Z'}",
2022,2,http://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix,Saudi Arabian Grand Prix,"{'circuitId': 'jeddah', 'url': 'http://en.wikipedia.org/wiki/Jeddah_Street_Circuit', 'circuitName': 'Jeddah Corniche Circuit', 'Location': {'lat': '21.6319', 'long': '39.1044', 'locality': 'Jeddah', 'country': 'Saudi Arabia'}}",2022-03-27,17:00:00Z,"{'date': '2022-03-25', 'time': '14:00:00Z'}","{'date': '2022-03-25', 'time': '17:00:00Z'}","{'date': '2022-03-26', 'time': '14:00:00Z'}","{'date': '2022-03-26', 'time': '17:00:00Z'}",
2022,3,http://en.wikipedia.org/wiki/2022_Australian_Grand_Prix,Australian Grand Prix,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",2022-04-10,05:00:00Z,"{'date': '2022-04-08', 'time': '03:00:00Z'}","{'date': '2022-04-08', 'time': '06:00:00Z'}","{'date': '2022-04-09', 'time': '03:00:00Z'}","{'date': '2022-04-09', 'time': '06:00:00Z'}",
2022,4,http://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix,Emilia Romagna Grand Prix,"{'circuitId': 'imola', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari', 'circuitName': 'Autodromo Enzo e Dino Ferrari', 'Location': {'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}}",2022-04-24,13:00:00Z,"{'date': '2022-04-22', 'time': '11:30:00Z'}","{'date': '2022-04-23', 'time': '10:30:00Z'}",,"{'date': '2022-04-22', 'time': '15:00:00Z'}","{'date': '2022-04-23', 'time': '14:30:00Z'}"
2022,5,http://en.wikipedia.org/wiki/2022_Miami_Grand_Prix,Miami Grand Prix,"{'circuitId': 'miami', 'url': 'http://en.wikipedia.org/wiki/Miami_International_Autodrome', 'circuitName': 'Miami International Autodrome', 'Location': {'lat': '25.9581', 'long': '-80.2389', 'locality': 'Miami', 'country': 'USA'}}",2022-05-08,19:30:00Z,"{'date': '2022-05-06', 'time': '18:30:00Z'}","{'date': '2022-05-06', 'time': '21:30:00Z'}","{'date': '2022-05-07', 'time': '17:00:00Z'}","{'date': '2022-05-07', 'time': '20:00:00Z'}",
2022,6,http://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix,Spanish Grand Prix,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",2022-05-22,13:00:00Z,"{'date': '2022-05-20', 'time': '12:00:00Z'}","{'date': '2022-05-20', 'time': '15:00:00Z'}","{'date': '2022-05-21', 'time': '11:00:00Z'}","{'date': '2022-05-21', 'time': '14:00:00Z'}",
2022,7,http://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix,Monaco Grand Prix,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",2022-05-29,13:00:00Z,"{'date': '2022-05-27', 'time': '12:00:00Z'}","{'date': '2022-05-27', 'time': '15:00:00Z'}","{'date': '2022-05-28', 'time': '11:00:00Z'}","{'date': '2022-05-28', 'time': '14:00:00Z'}",
2022,8,http://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix,Azerbaijan Grand Prix,"{'circuitId': 'baku', 'url': 'http://en.wikipedia.org/wiki/Baku_City_Circuit', 'circuitName': 'Baku City Circuit', 'Location': {'lat': '40.3725', 'long': '49.8533', 'locality': 'Baku', 'country': 'Azerbaijan'}}",2022-06-12,11:00:00Z,"{'date': '2022-06-10', 'time': '11:00:00Z'}","{'date': '2022-06-10', 'time': '14:00:00Z'}","{'date': '2022-06-11', 'time': '11:00:00Z'}","{'date': '2022-06-11', 'time': '14:00:00Z'}",
2022,9,http://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix,Canadian Grand Prix,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",2022-06-19,18:00:00Z,"{'date': '2022-06-17', 'time': '18:00:00Z'}","{'date': '2022-06-17', 'time': '21:00:00Z'}","{'date': '2022-06-18', 'time': '17:00:00Z'}","{'date': '2022-06-18', 'time': '20:00:00Z'}",
2022,10,http://en.wikipedia.org/wiki/2022_British_Grand_Prix,British Grand Prix,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",2022-07-03,14:00:00Z,"{'date': '2022-07-01', 'time': '12:00:00Z'}","{'date': '2022-07-01', 'time': '15:00:00Z'}","{'date': '2022-07-02', 'time': '11:00:00Z'}","{'date': '2022-07-02', 'time': '14:00:00Z'}",
2022,11,http://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix,Austrian Grand Prix,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",2022-07-10,13:00:00Z,"{'date': '2022-07-08', 'time': '11:30:00Z'}","{'date': '2022-07-09', 'time': '10:30:00Z'}",,"{'date': '2022-07-08', 'time': '15:00:00Z'}","{'date': '2022-07-09', 'time': '14:30:00Z'}"
2022,12,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,French Grand Prix,"{'circuitId': 'ricard', 'url': 'http://en.wikipedia.org/wiki/Paul_Ricard_Circuit', 'circuitName': 'Circuit Paul Ricard', 'Location': {'lat': '43.2506', 'long': '5.79167', 'locality': 'Le Castellet', 'country': 'France'}}",2022-07-24,13:00:00Z,"{'date': '2022-07-22', 'time': '12:00:00Z'}","{'date': '2022-07-22', 'time': '15:00:00Z'}","{'date': '2022-07-23', 'time': '11:00:00Z'}","{'date': '2022-07-23', 'time': '14:00:00Z'}",
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,Hungarian Grand Prix,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",2022-07-31,13:00:00Z,"{'date': '2022-07-29', 'time': '12:00:00Z'}","{'date': '2022-07-29', 'time': '15:00:00Z'}","{'date': '2022-07-30', 'time': '11:00:00Z'}","{'date': '2022-07-30', 'time': '14:00:00Z'}",
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,Belgian Grand Prix,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",2022-08-28,13:00:00Z,"{'date': '2022-08-26', 'time': '12:00:00Z'}","{'date': '2022-08-26', 'time': '15:00:00Z'}","{'date': '2022-08-27', 'time': '11:00:00Z'}","{'date': '2022-08-27', 'time': '14:00:00Z'}",
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,Dutch Grand Prix,"{'circuitId': 'zandvoort', 'url': 'http://en.wikipedia.org/wiki/Circuit_Zandvoort', 'circuitName': 'Circuit Park Zandvoort', 'Location': {'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}}",2022-09-04,13:00:00Z,"{'date': '2022-09-02', 'time': '10:30:00Z'}","{'date': '2022-09-02', 'time': '14:00:00Z'}","{'date': '2022-09-03', 'time': '10:00:00Z'}","{'date': '2022-09-03', 'time': '13:00:00Z'}",
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,Italian Grand Prix,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",2022-09-11,13:00:00Z,"{'date': '2022-09-09', 'time': '12:00:00Z'}","{'date': '2022-09-09', 'time': '15:00:00Z'}","{'date': '2022-09-10', 'time': '11:00:00Z'}","{'date': '2022-09-10', 'time': '14:00:00Z'}",
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,Singapore Grand Prix,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",2022-10-02,12:00:00Z,"{'date': '2022-09-30', 'time': '10:00:00Z'}","{'date': '2022-09-30', 'time': '13:00:00Z'}","{'date': '2022-10-01', 'time': '10:00:00Z'}","{'date': '2022-10-01', 'time': '13:00:00Z'}",
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,Japanese Grand Prix,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",2022-10-09,05:00:00Z,"{'date': '2022-10-07', 'time': '03:00:00Z'}","{'date': '2022-10-07', 'time': '06:00:00Z'}","{'date': '2022-10-08', 'time': '03:00:00Z'}","{'date': '2022-10-08', 'time': '06:00:00Z'}",
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,United States Grand Prix,"{'circuitId': 'americas', 'url': 'http://en.wikipedia.org/wiki/Circuit_of_the_Americas', 'circuitName': 'Circuit of the Americas', 'Location': {'lat': '30.1328', 'long': '-97.6411', 'locality': 'Austin', 'country': 'USA'}}",2022-10-23,19:00:00Z,"{'date': '2022-10-21', 'time': '19:00:00Z'}","{'date': '2022-10-21', 'time': '22:00:00Z'}","{'date': '2022-10-22', 'time': '19:00:00Z'}","{'date': '2022-10-22', 'time': '22:00:00Z'}",
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,Mexico City Grand Prix,"{'circuitId': 'rodriguez', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez', 'circuitName': 'Autódromo Hermanos Rodríguez', 'Location': {'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}}",2022-10-30,20:00:00Z,"{'date': '2022-10-28', 'time': '18:00:00Z'}","{'date': '2022-10-28', 'time': '21:00:00Z'}","{'date': '2022-10-29', 'time': '17:00:00Z'}","{'date': '2022-10-29', 'time': '20:00:00Z'}",
2022,21,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,São Paulo Grand Prix,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",2022-11-13,18:00:00Z,"{'date': '2022-11-11', 'time': '15:30:00Z'}","{'date': '2022-11-12', 'time': '15:30:00Z'}",,"{'date': '2022-11-11', 'time': '19:00:00Z'}","{'date': '2022-11-12', 'time': '19:30:00Z'}"
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",2022-11-20,13:00:00Z,"{'date': '2022-11-18', 'time': '10:00:00Z'}","{'date': '2022-11-18', 'time': '13:00:00Z'}","{'date': '2022-11-19', 'time': '11:00:00Z'}","{'date': '2022-11-19', 'time': '14:00:00Z'}",
2023,1,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,Bahrain Grand Prix,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",2023-03-05,15:00:00Z,"{'date': '2023-03-03', 'time': '11:30:00Z'}","{'date': '2023-03-03', 'time': '15:00:00Z'}","{'date': '2023-03-04', 'time': '11:30:00Z'}","{'date': '2023-03-04', 'time': '15:00:00Z'}",
2023,2,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,Saudi Arabian Grand Prix,"{'circuitId': 'jeddah', 'url': 'http://en.wikipedia.org/wiki/Jeddah_Street_Circuit', 'circuitName': 'Jeddah Corniche Circuit', 'Location': {'lat': '21.6319', 'long': '39.1044', 'locality': 'Jeddah', 'country': 'Saudi Arabia'}}",2023-03-19,17:00:00Z,"{'date': '2023-03-17', 'time': '13:30:00Z'}","{'date': '2023-03-17', 'time': '17:00:00Z'}","{'date': '2023-03-18', 'time': '13:30:00Z'}","{'date': '2023-03-18', 'time': '17:00:00Z'}",
